Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,123.190002,125.279999,122.129997,122.629997,122.629997,1679900
2017-01-04,123.599998,128.610001,123.199997,127.110001,127.110001,3158400
2017-01-05,133.000000,141.410004,133.000000,139.179993,139.179993,8704900
2017-01-06,139.979996,144.750000,137.589996,143.610001,143.610001,3549600
2017-01-09,143.699997,145.000000,141.229996,144.770004,144.770004,2608400
2017-01-10,144.990005,145.000000,140.500000,143.669998,143.669998,1948100
2017-01-11,143.039993,143.229996,134.020004,136.660004,136.660004,4432300
2017-01-12,137.850006,138.360001,135.130005,137.350006,137.350006,1948200
2017-01-13,137.029999,139.970001,135.410004,136.929993,136.929993,1679600
2017-01-17,136.190002,136.800003,134.570007,135.300003,135.300003,1953200
2017-01-18,136.250000,138.470001,134.970001,135.869995,135.869995,2121800
2017-01-19,135.449997,135.600006,133.669998,134.350006,134.350006,1481300
2017-01-20,135.179993,135.179993,131.190002,131.970001,131.970001,1848300
2017-01-23,132.229996,133.089996,130.699997,131.490005,131.490005,1545200
2017-01-24,131.589996,132.399994,129.250000,129.869995,129.869995,1630500
2017-01-25,130.610001,131.289993,128.729996,129.460007,129.460007,2042100
2017-01-26,130.050003,132.479996,128.050003,128.199997,128.199997,1856300
2017-01-27,128.809998,129.559998,128.020004,129.229996,129.229996,1267000
2017-01-30,128.210007,128.860001,127.180000,128.050003,128.050003,1451600
2017-01-31,128.009995,131.070007,126.099998,130.679993,130.679993,2051600
2017-02-01,128.500000,132.839996,128.500000,132.320007,132.320007,2327600
2017-02-02,130.860001,132.000000,127.959999,128.380005,128.380005,2820800
2017-02-03,129.110001,129.110001,126.739998,126.980003,126.980003,3027600
2017-02-06,125.690002,128.300003,125.309998,128.190002,128.190002,1684600
2017-02-07,128.089996,128.649994,126.230003,127.720001,127.720001,1272600
2017-02-08,127.120003,128.580002,125.690002,126.370003,126.370003,1758300
2017-02-09,126.209999,127.669998,125.790001,127.080002,127.080002,2165500
2017-02-10,127.489998,127.980003,125.849998,126.510002,126.510002,1668100
2017-02-13,127.220001,128.149994,126.040001,127.769997,127.769997,3020500
2017-02-14,128.220001,130.470001,127.750000,129.500000,129.500000,3321800
2017-02-15,129.059998,132.380005,129.050003,132.000000,132.000000,2610600
2017-02-16,137.710007,138.210007,130.179993,130.389999,130.389999,5186200
2017-02-17,130.000000,130.229996,125.199997,128.820007,128.820007,3047500
2017-02-21,129.710007,132.779999,129.419998,129.889999,129.889999,2715500
