Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,183.460007,184.559998,181.630005,182.929993,177.228851,655000
2017-01-04,183.839996,186.880005,182.970001,185.419998,179.641266,632700
2017-01-05,185.419998,187.929993,184.029999,185.979996,180.183807,882700
2017-01-06,186.449997,186.899994,184.679993,186.100006,180.300095,632900
2017-01-09,186.309998,186.449997,181.479996,181.610001,175.950012,756400
2017-01-10,182.110001,184.380005,181.279999,183.820007,178.091141,654200
2017-01-11,184.479996,185.000000,181.479996,183.050003,177.345123,729900
2017-01-12,182.119995,184.419998,179.740005,183.860001,178.129883,695200
2017-01-13,184.580002,185.979996,183.800003,184.770004,179.011520,690700
2017-01-17,184.809998,186.869995,184.119995,185.440002,179.660645,658800
2017-01-18,186.089996,186.320007,183.490005,186.009995,180.212875,524700
2017-01-19,186.000000,186.660004,184.440002,185.229996,179.457184,573600
2017-01-20,185.020004,187.050003,184.130005,185.619995,179.835037,600100
2017-01-23,185.800003,187.380005,185.000000,186.990005,181.162323,692900
2017-01-24,187.820007,190.850006,186.610001,188.919998,183.032166,1128900
2017-01-25,190.380005,192.000000,189.009995,190.199997,184.272278,1327400
2017-01-26,180.000000,181.869995,171.740005,173.940002,168.519058,4500300
2017-01-27,172.990005,173.809998,168.179993,170.850006,165.525345,2152600
2017-01-30,169.960007,174.990005,169.199997,174.910004,169.458817,1222300
2017-01-31,174.630005,175.119995,173.130005,174.889999,169.439438,775200
2017-02-01,175.649994,176.039993,173.750000,173.940002,168.519058,695300
2017-02-02,173.589996,174.000000,170.169998,171.500000,166.155106,921700
2017-02-03,172.350006,174.550003,171.740005,173.610001,168.199310,551100
2017-02-06,173.009995,173.759995,171.410004,172.570007,167.191742,585500
2017-02-07,173.830002,175.649994,172.940002,173.399994,167.995850,739800
2017-02-08,172.850006,174.220001,171.169998,173.940002,168.519058,802800
2017-02-09,173.279999,175.250000,172.300003,174.070007,168.645020,528600
2017-02-10,174.369995,175.429993,173.320007,174.479996,169.042206,645000
2017-02-13,174.570007,176.190002,174.570007,175.419998,169.952911,590500
2017-02-14,174.759995,175.979996,173.830002,174.869995,169.420059,496800
2017-02-15,174.839996,177.690002,174.690002,177.050003,171.532120,716000
2017-02-16,177.229996,178.190002,175.839996,176.690002,171.183334,604300
2017-02-17,176.440002,177.509995,175.679993,177.190002,171.667740,408000
2017-02-21,175.139999,180.990005,175.139999,179.619995,174.022003,735200
2017-02-22,179.669998,181.059998,178.940002,180.869995,175.233063,677400
2017-02-23,181.990005,182.490005,179.289993,180.720001,175.087738,773200
2017-02-24,179.690002,180.669998,178.029999,180.160004,174.545181,712200
2017-02-27,180.309998,181.000000,178.729996,179.000000,173.421341,859900
2017-02-28,179.000000,179.169998,176.860001,178.589996,173.024124,600300
2017-03-01,178.139999,178.960007,177.559998,178.029999,173.452820,969000
2017-03-02,178.240005,178.669998,177.259995,177.800003,173.228729,430800
2017-03-03,178.020004,178.990005,176.710007,177.889999,173.316406,424600
2017-03-06,176.470001,177.770004,175.330002,175.750000,171.231445,448800
2017-03-07,175.589996,176.880005,174.220001,175.380005,170.870956,484200
2017-03-08,175.889999,176.770004,174.960007,176.039993,171.513977,722800
2017-03-09,175.750000,177.119995,175.130005,176.399994,171.864700,559900
2017-03-10,177.309998,179.690002,176.809998,177.750000,173.180008,788600
2017-03-13,178.000000,179.550003,176.630005,178.220001,173.637939,868000
2017-03-14,177.660004,179.259995,177.220001,178.789993,174.193268,426400
2017-03-15,179.179993,180.110001,176.729996,177.470001,172.907211,937600
2017-03-16,176.970001,177.970001,172.070007,172.690002,168.250122,1156300
2017-03-17,172.830002,173.009995,171.289993,172.710007,168.269592,1191000
2017-03-20,172.550003,173.100006,171.839996,172.800003,168.357269,605800
2017-03-21,173.910004,174.000000,171.410004,172.009995,167.587601,841400
2017-03-22,171.869995,172.320007,169.789993,170.320007,165.941055,826700
2017-03-23,170.139999,172.149994,169.100006,170.220001,165.843597,998000
2017-03-24,170.649994,171.600006,169.399994,170.000000,165.629257,527800
2017-03-27,169.000000,170.259995,168.139999,169.860001,165.492874,596700
2017-03-28,169.800003,170.479996,168.369995,169.850006,165.483139,558900
2017-03-29,170.009995,171.529999,169.550003,171.080002,166.681503,378500
2017-03-30,170.759995,171.789993,169.509995,170.149994,165.775406,467500
2017-03-31,170.289993,171.710007,169.750000,171.330002,166.925064,526900
2017-04-03,171.830002,172.119995,169.149994,170.720001,166.330750,552300
2017-04-04,170.089996,170.899994,164.809998,165.610001,161.352142,1188400
2017-04-05,165.600006,167.449997,164.970001,165.600006,161.342407,1255400
2017-04-06,165.059998,169.139999,165.059998,167.169998,162.872009,710500
2017-04-07,166.679993,167.580002,166.250000,167.029999,162.735626,399700
2017-04-10,167.759995,169.240005,167.529999,167.600006,163.290985,629800
2017-04-11,167.279999,168.410004,166.750000,168.300003,163.972977,385500
2017-04-12,168.660004,169.830002,167.270004,168.270004,163.943756,683300
2017-04-13,167.979996,170.179993,167.440002,169.440002,165.083649,712800
2017-04-17,169.630005,171.440002,167.500000,168.949997,164.606262,1273900
2017-04-18,168.630005,169.050003,166.690002,168.139999,163.817078,1023200
2017-04-19,168.750000,171.080002,168.710007,170.139999,165.765656,911100
2017-04-20,170.339996,172.520004,169.889999,171.639999,167.227112,901500
2017-04-21,171.490005,171.839996,169.389999,171.509995,167.100433,991100
2017-04-24,173.960007,176.820007,172.899994,174.800003,170.305862,1550900
2017-04-25,177.729996,182.940002,177.479996,180.940002,176.287994,3659900
2017-04-26,181.520004,186.289993,180.880005,185.119995,180.360504,1597400
2017-04-27,185.000000,186.619995,183.949997,185.860001,181.081512,783700
2017-04-28,185.869995,185.940002,183.860001,185.679993,180.906113,969200
2017-05-01,185.669998,187.199997,185.600006,185.910004,181.130234,700400
2017-05-02,185.899994,188.309998,185.509995,187.660004,182.835236,862000
2017-05-03,187.449997,189.229996,186.330002,187.149994,182.338333,896400
2017-05-04,187.490005,188.289993,183.720001,183.929993,179.201111,998600
2017-05-05,183.830002,185.380005,183.479996,185.139999,180.380020,568300
2017-05-08,185.559998,185.979996,183.479996,183.679993,178.957550,578900
2017-05-09,183.630005,185.070007,183.380005,184.500000,179.756470,597000
2017-05-10,184.399994,185.360001,183.500000,185.250000,180.487183,566100
2017-05-11,185.160004,186.080002,182.880005,185.649994,180.876892,449100
2017-05-12,185.070007,185.100006,182.839996,183.190002,178.480148,598000
2017-05-15,184.029999,188.789993,183.050003,187.830002,183.000839,1377000
2017-05-16,188.350006,188.759995,184.940002,186.940002,182.133743,635900
2017-05-17,185.839996,185.910004,182.100006,182.279999,178.644730,772900
2017-05-18,175.479996,178.800003,172.970001,177.199997,173.666046,1382600
2017-05-19,177.679993,180.449997,176.610001,179.080002,175.508545,793400
2017-05-22,180.080002,181.690002,179.220001,180.130005,176.537613,516700
2017-05-23,180.490005,181.139999,180.050003,180.779999,177.174652,414100
2017-05-24,180.699997,181.000000,179.490005,179.979996,176.390594,452800
