Date,Open,High,Low,Close,Adj Close,Volume
2016-05-12,81.169998,81.669998,80.820000,81.339996,77.859924,4720100
2016-05-13,81.000000,81.500000,80.550003,80.709999,77.256889,4302900
2016-05-16,80.660004,82.000000,80.650002,81.889999,78.386406,4268800
2016-05-17,81.500000,81.820000,80.480003,80.809998,77.352615,4481900
2016-05-18,80.639999,81.209999,80.080002,80.599998,77.151604,5374900
2016-05-19,80.430000,80.669998,79.639999,80.000000,76.577271,5106400
2016-05-20,80.440002,80.919998,80.180000,80.519997,77.075012,5196000
2016-05-23,80.570000,80.669998,80.239998,80.300003,76.864433,3279900
2016-05-24,80.839996,81.660004,80.470001,80.940002,77.477058,4869100
2016-05-25,81.080002,81.459999,80.940002,81.080002,77.611061,4487200
2016-05-26,81.010002,81.400002,80.900002,81.180000,77.706787,3981200
2016-05-27,81.000000,81.690002,80.970001,81.690002,78.194962,5326600
2016-05-31,81.389999,81.430000,79.769997,80.480003,77.036736,9514700
2016-06-01,80.110001,80.800003,79.889999,80.519997,77.075012,5327100
2016-06-02,80.510002,83.290001,80.360001,82.989998,79.439346,8852900
2016-06-03,82.989998,83.209999,82.349998,82.940002,79.391479,5343800
2016-06-06,82.699997,83.430000,82.690002,83.320000,79.755226,5424400
2016-06-07,83.330002,84.129997,83.239998,83.720001,80.138107,5738000
2016-06-08,83.720001,84.860001,83.580002,84.790001,81.162338,6077100
2016-06-09,84.500000,85.870003,84.470001,85.779999,82.109978,7088800
2016-06-10,85.500000,85.860001,85.320000,85.699997,82.033394,4211100
2016-06-13,85.419998,86.309998,85.419998,85.699997,82.033394,5395500
2016-06-14,85.449997,85.650002,85.089996,85.489998,81.832382,3786400
2016-06-15,85.870003,85.919998,84.150002,84.230003,80.626289,6250000
2016-06-16,84.230003,84.750000,83.589996,84.589996,80.970886,4013800
2016-06-17,84.580002,84.599998,83.459999,84.139999,80.540138,5518200
2016-06-20,85.000000,85.339996,84.349998,84.470001,80.856018,4919800
2016-06-21,84.839996,84.980003,83.930000,84.589996,80.970886,4925000
2016-06-22,84.550003,85.139999,84.230003,84.260002,80.655014,5578000
2016-06-23,85.099998,85.769997,84.650002,85.769997,82.100388,5672500
2016-06-24,83.769997,84.809998,83.050003,83.260002,79.697792,7485200
2016-06-27,81.269997,82.650002,80.519997,82.379997,78.855431,6733300
2016-06-28,82.830002,84.290001,82.760002,84.139999,80.540138,6024200
2016-06-29,84.339996,85.730003,84.339996,85.449997,81.794083,5121200
2016-06-30,85.750000,86.910004,85.709999,86.769997,83.057610,6355600
2016-07-01,86.870003,87.379997,86.559998,87.029999,83.306496,4243500
2016-07-05,86.820000,87.989998,86.790001,87.050003,83.325645,5601100
2016-07-06,86.470001,87.550003,86.360001,87.449997,84.124054,5075900
2016-07-07,87.169998,88.099998,87.129997,87.489998,84.162552,4688900
2016-07-08,87.870003,88.559998,87.519997,88.360001,84.999458,4398400
2016-07-11,88.360001,88.910004,88.220001,88.510002,85.143753,3680800
2016-07-12,88.730003,89.250000,88.500000,88.919998,85.538162,4276700
2016-07-13,88.919998,89.230003,88.459999,88.750000,85.374634,5534300
2016-07-14,89.190002,89.239998,88.660004,88.830002,85.451576,3675200
2016-07-15,89.250000,89.269997,88.080002,88.360001,84.999458,4743400
2016-07-18,88.430000,88.690002,88.010002,88.190002,84.835922,3276800
2016-07-19,88.070000,88.580002,88.010002,88.379997,85.018700,2989800
2016-07-20,87.860001,89.010002,87.860001,88.750000,85.374634,2988800
2016-07-21,88.419998,88.660004,87.839996,87.940002,84.595436,3871600
