Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,102.629997,104.629997,101.830002,103.540001,102.508003,4151200
2017-01-04,104.250000,104.470001,102.970001,103.620003,102.587219,2417900
2017-01-05,103.629997,104.849998,103.419998,104.180000,103.141632,3084800
2017-01-06,104.610001,105.709999,103.709999,105.209999,104.161369,2418300
2017-01-09,104.320000,104.580002,102.820000,103.019997,101.993195,3380300
2017-01-10,103.230003,104.400002,102.870003,103.400002,102.369415,2913800
2017-01-11,103.559998,105.040001,102.730003,104.919998,103.874252,3542900
2017-01-12,105.510002,106.510002,104.839996,105.370003,104.486580,4671700
2017-01-13,104.839996,106.080002,104.269997,105.389999,104.506409,2580500
2017-01-17,105.949997,106.760002,105.449997,105.480003,104.595665,3879100
2017-01-18,105.339996,105.709999,104.730003,105.400002,104.516335,2527500
2017-01-19,105.500000,106.209999,104.459999,105.190002,104.308105,2425800
2017-01-20,106.230003,106.790001,105.300003,105.470001,104.585739,2488100
2017-01-23,104.720001,105.099998,103.339996,103.459999,102.592598,3045500
2017-01-24,104.489998,104.620003,102.910004,103.680000,102.810753,2680500
2017-01-25,103.629997,104.389999,103.239998,103.900002,103.028900,2798100
2017-01-26,104.099998,105.260002,103.900002,104.389999,103.514801,2772600
2017-01-27,104.160004,104.160004,102.779999,102.900002,102.037292,2343600
2017-01-30,102.190002,102.760002,99.570000,101.199997,100.351547,2975600
2017-01-31,101.349998,101.620003,100.099998,101.580002,100.728363,2447500
2017-02-01,102.190002,102.629997,100.050003,101.000000,100.153221,3028500
2017-02-02,101.139999,101.480003,98.940002,99.709999,98.874039,5064400
2017-02-03,99.680000,102.180000,99.209999,100.940002,100.093719,3520900
2017-02-06,101.000000,101.050003,99.430000,99.699997,98.864113,1802400
2017-02-07,99.250000,99.500000,95.269997,97.190002,96.375160,5158000
2017-02-08,96.599998,98.489998,95.279999,98.139999,97.317200,3445400
2017-02-09,98.139999,100.290001,98.139999,99.809998,98.973190,2927000
2017-02-10,101.230003,102.029999,100.570000,101.440002,100.589531,3089000
2017-02-13,100.910004,101.379997,100.139999,100.349998,99.508675,1944900
2017-02-14,100.330002,101.480003,99.019997,101.230003,100.381294,3861200
2017-02-15,100.910004,101.470001,100.349998,100.750000,99.905319,2094000
2017-02-16,101.059998,101.480003,99.839996,100.169998,99.330170,3154100
2017-02-17,99.910004,100.019997,98.430000,99.029999,98.199738,3023200
2017-02-21,100.410004,100.849998,99.430000,99.470001,98.636047,2737200
2017-02-22,98.760002,99.199997,97.459999,97.529999,96.712311,2596500
2017-02-23,99.190002,99.190002,96.550003,97.570000,96.751984,3211800
2017-02-24,96.519997,97.500000,95.650002,96.300003,95.492630,3590300
2017-02-27,96.779999,98.230003,96.300003,97.910004,97.089127,5156900
2017-02-28,99.500000,99.550003,95.290001,96.989998,96.176842,6369300
2017-03-01,98.250000,100.419998,98.010002,100.050003,99.211182,3775900
2017-03-02,99.180000,99.709999,98.239998,98.470001,97.644424,3048900
2017-03-03,98.500000,99.309998,98.120003,98.570000,97.743591,2075400
2017-03-06,98.620003,100.379997,97.800003,100.070000,99.231018,3106100
2017-03-07,100.400002,100.540001,99.400002,99.529999,98.695541,3381800
2017-03-08,98.809998,99.360001,94.489998,94.830002,94.034950,4829600
2017-03-09,93.769997,96.019997,93.059998,95.699997,94.897644,4991400
