Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,42.674534,42.674534,41.524090,42.202557,42.015354,4148900
2017-01-04,42.379547,43.392330,42.232056,43.244839,43.053001,2653800
2017-01-05,43.048180,43.716816,43.018681,43.677483,43.483730,1969300
2017-01-06,43.903637,43.972469,42.920353,42.959686,42.769123,2088700
2017-01-09,42.871189,42.930187,42.409046,42.822025,42.632072,1877500
2017-01-10,42.900688,43.284168,42.546707,42.999016,42.808277,1713300
2017-01-11,42.920353,43.294003,42.654869,43.294003,43.101952,1604500
2017-01-12,43.185841,43.765980,42.546707,43.687317,43.493526,2705800
2017-01-13,43.608654,43.952801,43.431664,43.716816,43.522896,1906000
2017-01-17,43.500492,43.903637,43.333332,43.657818,43.464153,1758800
2017-01-18,43.785645,43.874138,43.274338,43.559490,43.366264,1765800
2017-01-19,43.559490,44.198624,42.930187,42.999016,42.808277,2334400
2017-01-20,43.205505,43.362831,42.910522,43.117012,42.925751,2391000
2017-01-23,43.107178,43.480827,42.733528,43.018681,42.827850,2433300
2017-01-24,43.982300,45.742378,43.903637,45.594887,45.392628,5238500
2017-01-25,45.880039,46.656834,45.673550,46.145527,45.981171,3524300
2017-01-26,46.214355,46.794495,45.811211,45.919373,45.755817,2939200
2017-01-27,45.771877,45.860374,44.857426,45.024582,44.864216,2199800
2017-01-30,44.660767,44.719765,43.864307,44.700100,44.540894,2355800
2017-01-31,44.532940,44.552605,43.529991,43.903637,43.747265,3164000
2017-02-01,43.992134,44.414948,43.303833,44.139626,43.982414,4409400
2017-02-02,44.178959,44.454277,43.795475,44.060963,43.904026,2017700
2017-02-03,44.355949,44.464111,43.913471,44.385448,44.227356,2031300
2017-02-06,44.296951,44.601768,43.903637,44.021633,43.864838,1528900
2017-02-07,44.218288,44.228123,43.333332,43.874138,43.717869,2113000
2017-02-08,43.874138,44.591938,43.775810,44.434612,44.276352,2803800
2017-02-09,44.395279,44.591938,43.903637,44.434612,44.276352,2018200
2017-02-10,45.260571,46.184856,44.926254,46.027531,45.863594,2976400
2017-02-13,46.204525,46.322517,45.752213,45.919373,45.755817,2375000
2017-02-14,45.821041,45.919373,45.014748,45.437561,45.275726,2118200
2017-02-15,45.506390,46.342182,45.417896,46.116028,45.951775,2093500
2017-02-16,46.007866,46.283184,45.368732,45.408062,45.246330,1395500
2017-02-17,45.240906,45.683384,44.985252,45.683384,45.520676,1254300
2017-02-21,45.939037,46.263519,45.752213,46.234020,46.069351,1923900
2017-02-22,47.118977,47.138641,46.145527,46.519173,46.353485,2453800
